Event_ID    EventDate  Team                                                                                                                                                                                                                                                             Name
----------- ---------- ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- --------------------------------------------------
481         2016-02-24 Adobe~                                                                                                                                                                                                                                                           Carahsoft
482         2016-03-17 IBM~                                                                                                                                                                                                                                                             ESVA Inc.
483         2016-03-08 F5~                                                                                                                                                                                                                                                              Carahsoft
484         2016-03-10 F5~                                                                                                                                                                                                                                                              Carahsoft
485         2016-02-24 Adobe~                                                                                                                                                                                                                                                           Carahsoft
486         2016-02-17 Intel~                                                                                                                                                                                                                                                           Carahsoft
488         2016-03-08 Adobe~                                                                                                                                                                                                                                                           Carahsoft
489         2016-04-21 Adobe~                                                                                                                                                                                                                                                           Carahsoft
491         2016-02-24 Open Source~                                                                                                                                                                                                                                                     Carahsoft
495         2016-04-04 IBM~                                                                                                                                                                                                                                                             ESVA Inc.
496         2016-03-16 Storage~                                                                                                                                                                                                                                                         Carahsoft
498         2016-02-29 HPE Software~                                                                                                                                                                                                                                                    Carahsoft
500         2016-03-15 FedResults~                                                                                                                                                                                                                                                      FedResults
